Date, Minutes Read, Views, Visitors
6/14/2017,1224,1061.3437195715676,894.6125778063965
6/15/2017,992,963.9727361246349,758.9611504614721
6/16/2017,1237,1059.396299902629,693.7110968018886
6/17/2017,760,768.2570593963002,732.3459969950636
6/18/2017,465,430.37974683544337,528.8688559776776
6/19/2017,368,413.8266796494646,297.0594548186308
6/20/2017,1044,980.525803310613,267.01008800171724
6/21/2017,932,851.0223953261926,711.7407168920369
6/22/2017,786,802.336903602726,609.5728697145312
6/23/2017,591,629.9902629016552,540.8886027044431
6/24/2017,804,734.1772151898731,416.3983687486588
6/25/2017,335,373.9045764362219,504.82936252414675
6/26/2017,329,340.79844206426503,261.0002146383345
6/27/2017,498,589.0944498539435,233.52650783429908
6/28/2017,6000,5000,411.247048722902
6/29/2017,3362,2520.9347614410904,4000
6/30/2017,1547,1267.7702044790653,1990.9851899549258
7/1/2017,1230,941.5774099318405,967.589611504615
7/2/2017,462,440.1168451801362,673.1058166988623
7/3/2017,458,384.61538461538487,301.3522215067613
7/4/2017,779,641.6747809152872,287.61536810474354
7/5/2017,2306,1441.0905550146051,434.4279888388064
7/6/2017,1405,942.5511197663095,1079.201545396008
7/7/2017,972,773.1256085686463,685.9841167632537
7/8/2017,650,596.8841285296984,546.8984760678258
7/9/2017,378,358.3252190847127,433.5694355011805
7/10/2017,329,307.6923076923075,248.1219145739427
7/11/2017,581,600.7789678675755,224.9409744580382
7/12/2017,2103,1618.3057448880231,388.0661086069975
7/13/2017,677,489.77604673807235,1238.8924661944623
